name,length,starring,year,notes,recorded_bought,inserted,updated
Trouble in Store,1:25,"Norma Wisdon, Mgt. Rutherford",1953,,0,11/3/2011 17:31,11/3/2011 20:45
"Losers, The",1:37,"Jeffrey Dean Morgan, Zoe Saldana",2010,,0,11/3/2011 17:45,11/3/2011 20:46
McEnroe/Borg:Fire and Ice,1:03,John and Bjorn,2011,+;15 of Making of Knight & Day.T.Cruise,0,11/3/2011 17:46,11/3/2011 20:47
Billboard Dad,1:36,"Mary-Kate & Ashyley Olsen, ",1998,,0,11/3/2011 17:47,11/3/2011 20:49
Angus,1:29,"Geo.C.Scott,  Kathy Bates",1995,,0,11/3/2011 17:49,11/3/2011 20:49
I Want Someone To Eat Cheese With,1:20,"Sarah Silverman, Bonnie Hunt",2006,,0,11/3/2011 17:50,11/3/2011 20:50
Napoleon,1:21,"Adam Wylie, Bronson Pinchot, Joan Rivers",1995,,0,11/3/2011 17:50,11/3/2011 20:51
Buying the Cow,1:26,"Jerry O'Connell, Ryan Reynolds,Annabeth Gish",2001,,0,11/3/2011 17:51,11/3/2011 20:52
National Lampoon's Vacation,1:38,"Chevy Chase, Christie Brinkley",1983,,0,11/3/2011 17:52,11/3/2011 20:53
National Lampoon's European Vacation,1:34,"Chevy Chase, Eric Idle",1985,,0,11/3/2011 17:53,11/3/2011 20:54
Salt,1:40,"Angelina Jolie, Leiv Schrieber",2010,,0,11/3/2011 17:54,11/3/2011 20:55
Cat Woman,1:44,"Halle Berry, Sharon Stone",2004,,0,11/3/2011 17:55,11/3/2011 20:55
Piers Morgan,2:00,"Rob Lowe, Donnie & Marie",2011,,0,11/3/2011 17:55,11/3/2011 20:56
Turk 182,1:50,"Robert Ulrich, Timothy Hutton, K.Catrall",1985,,0,11/3/2011 17:56,11/3/2011 20:57
Personal Effects,1:50,"Michell Pfeiffer, Ashton Kutcher, Kathy Bates",2009,,0,11/3/2011 17:57,11/3/2011 20:58
When the Party's Over,1:40,"Rae Dawn Chong,Sandra Bullock",1992,,0,11/3/2011 18:02,11/3/2011 21:02
"Wild Stallion, The",1:26,"Fred Ward, Connie Selleca, Robt. Wagner",2009,,0,11/3/2011 18:02,11/3/2011 21:04
Out of Sight,2:02,"Geo.Clooney, Jennifer Lopez",1998,,0,11/3/2011 18:04,11/3/2011 21:04
A Summer in Genoa,1:34,"Colin Firth, Catherine Keener",2008,"Genoa,Italy",0,11/3/2011 18:05,11/3/2011 21:06
Indian Summer,1:38,"Alan Arkin,Diane Lane, Eliz.Perkins",1993,,0,11/3/2011 18:06,11/3/2011 21:06
Red,1:50,"Bruce Willis, Helen Mirren, MaryLouise Parker",2010,,0,11/3/2011 18:07,11/3/2011 21:07
Transsiberian,1:51,"Woody Harrelson,Emily Mortimer",2008,Siberia,0,11/3/2011 18:07,11/3/2011 21:08
"Good Witch's Family, The",1:30,"Catherine Bell, Chris Potter",2011,,0,11/3/2011 18:08,11/3/2011 21:10
"Green Hornet, The",1:59,"Seth Rogen, Christoph Waltz",2011,,0,11/3/2011 18:10,11/3/2011 21:11
"Plot Thickens, The",1:07,"James Gleason, Zasu Pitts",1936,,0,11/3/2011 18:11,11/3/2011 21:11
Rising:Rebuilding Ground Zero,2:00,"Pt.1, Pt.2.",2011,11-Sep,0,11/3/2011 18:12,11/3/2011 21:12
C.I.A. Confidential,3:30,"9/11 Mastermind, Guiliani",2011,11-Sep,0,11/3/2011 18:13,11/3/2011 21:14
George Bush,6:00,"Bush, Trade Center,Rising Pt III-IV",2011,11-Sep,0,11/3/2011 18:14,11/3/2011 21:15
What Happened ?,2:00,"Story of 9/11, Linda Ellerbee",2011,11-Sep,0,11/3/2011 18:15,11/3/2011 21:16
Where Were You ?,3:00,"Decision Made, 9/11 in D.C.",2011,11-Sep,0,11/3/2011 18:16,11/3/2011 21:17
Buried,1:34,"Ryan Reynolds,Robt. Pattinson",2010,,0,11/9/2011 15:34,11/9/2011 18:35
Rock the House,1:30,"Jack Coleman, Cassi Thompson",2010,,0,11/9/2011 15:41,11/9/2011 18:42
Social Network,2:01,"Jesse Eisenberg, Justin Timberlake`",2010,,0,11/9/2011 15:42,11/9/2011 18:43
All the Presidents Men,2:18,"Robert Redford, Dustin Hoffman",1978,,0,11/10/2011 12:43,11/10/2011 15:43
Darby's Rangers,2:02,"James Garner,Jack Warden",1958,,0,11/12/2011 9:07,11/12/2011 12:08
Marlowe,1:37,"James Garner, Carroll O'Connor",1969,,0,11/12/2011 9:08,11/12/2011 12:08
"Fighting 69th, The",1:30,"James Cagney, Pat O'Brien, Geo.Brent",1940,,0,11/12/2011 9:08,11/12/2011 12:09
A Walk In the Sun,1:57,"Dana Andrews, Richard Conte, Lloyd Bridges",1946,,0,11/12/2011 9:09,11/12/2011 12:11
God Is My Co-Pilot,1:30,"Dennis Morgan, Raymond Massey, Dane Clark",1945,Flying Tigers,0,11/12/2011 9:11,11/12/2011 12:12
Made In America,1:50,"Whoopi G., Ted Danson",1993,Bay Area,0,12/3/2011 10:05,12/3/2011 13:06
True Grit,1:50,"Jeff Bridges, Matt Damon, Hailee Steinfeld",2010,Best Actor,0,12/3/2011 10:06,12/3/2011 13:07
Hallmark's A Christmas Wish,1:30,"Kristy Swanson, Tess Harper",2011,,0,12/3/2011 10:07,1/31/2013 20:17
"Mirror Has Two Faces, The",2:06,"B,Streisand, Jeff Bridges",1996,,0,12/3/2011 10:08,12/3/2011 13:09
Purple Rose of Cairo,1:22,"Mia Farrow, Jeff Daniels",1985,,0,12/3/2011 10:09,12/3/2011 13:09
Sunset,1:47,"Bruce Willis, James Garner",1988,,0,12/3/2011 10:09,12/3/2011 13:10
Hallmark's A Holiday Engagement,1:40,"Shelley Long, Jeff Bridges",2011,,0,12/3/2011 10:10,1/31/2013 20:18
"Man Who Knew Too Little, The",1:34,"Bill Murray, Peter Gallagher",1997,,0,12/3/2011 11:11,12/3/2011 14:11
"Fog, The",,Adrienne barbeau,1980,,0,12/3/2011 11:11,12/3/2011 14:12
Dead Calm,1:36,"Nicole Kidman, Sam Neill, Billy Zane",1989,,0,12/3/2011 11:13,12/3/2011 14:14
Blizzard,1:39,"Brenda Blethyn, Christopher Plummer, Whoopi",2003,Xmas,0,12/3/2011 11:14,12/3/2011 14:15
A Christmas Wedding Tail,1:28,"Jennie Garth, Brad Rowe",2011,"Los Olivos,Ca",0,12/3/2011 11:15,12/3/2011 14:17
Surviving Christmas,1:29,"Ben Affleck, James Gandolfini",2004,,0,12/3/2011 11:17,12/3/2011 14:18
Santa With Muscles,1:37,"Hulk Hogan, Mila Kunis",1996,,0,12/3/2011 11:18,12/3/2011 14:19
Elf,1:37,"Will Farrell, James Caan",2003,Xmas,0,12/3/2011 11:19,12/3/2011 14:19
Debbie Macomber's: Trading Christmas,1:30,"Faith Ford, Gil bellows, Tom Cavenaugh",2011,,0,12/3/2011 11:20,12/3/2011 14:21
Prelude To a Kiss,1:46,"Alec Baldwin, Meg Ryan",1992,,0,12/7/2011 16:36,12/7/2011 19:37
"Lincoln Lawyer, The",1:59,"Matthew McConaughey, Marisa Tomei",2011,,0,12/7/2011 16:37,12/7/2011 19:38
Justin Bieber-Never Say Never,1:55,`,2011,Rise from Street Performer,0,12/7/2011 16:38,12/7/2011 19:39
Five Card Stud,1:43,"Dean Martin, Robt. Mitchum",1968,,0,12/7/2011 16:39,12/7/2011 19:40
Shadowlands,2:10,"Anthony Hopkins, Debra Winger",1993,C.S.Lewis,0,12/7/2011 16:40,12/7/2011 19:41
Jewel Robbery,1:08,"Wm.Powell, Kay Francis",1932,1932,0,12/7/2011 16:41,12/7/2011 19:41
Switching Channels,1:48,"Kathleen Turner, Burt Reynolds, C.Reeve",1988,,0,12/7/2011 16:41,12/7/2011 19:42
Star of Midnight,1:30,"Wm.Powell,,Ginger Rogers",1935,1935,0,12/7/2011 16:43,12/7/2011 19:44
Spy Kids2,,,,,0,12/7/2011 16:44,12/7/2011 19:44
Spy Kids 2,1:39,"Antonio Banderas, Carla Ggino",2002,Island of Lost Dreams,0,12/7/2011 16:44,12/7/2011 19:45
Change of Habit,1:33,"Elvis, Mary Tyler Moore, Ed Asner",1969,Elvis Presley,0,12/7/2011 16:46,12/7/2011 19:47
Two-Lane Blacktop,1:42,"James Taylor, Warren Oates",1971,"'55 Chevy, G.T.O.",0,12/7/2011 16:47,12/7/2011 19:48
Fitzwilly,1:42,"Dick Van Dyke, Barbara Feldon",1967,,0,12/7/2011 16:48,12/7/2011 19:50
Help.The,2:26,"Viola Davis, Octavia Spencer, Emma Stone",2011,,0,2/2/2012 19:46,2/2/2012 19:46
Moneyball,2:13,"Brad Pitt, Jonah Hill",2011,,0,4/26/2012 18:06,4/26/2012 18:06
Angels In the Outfield [1951],1:42,"Paul Douglas, Janet Leigh",1951,,0,4/26/2012 18:07,4/26/2012 18:07
Fast Five,2:10,"Vin Diesel, Paul Walker",2011,,0,4/26/2012 18:08,4/26/2012 18:08
Green Lantern,1:54,"Ryan Reynolds, Blake Lively",2011,,0,4/26/2012 18:09,4/26/2012 18:09
Bringing Down the House,1:45,"Steve Martin, Queen Latifah, Joan Plowright",2003,,0,4/26/2012 18:09,4/26/2012 18:09
While You Were Sleeping,1:43,"Sandra Bullock, Bill Pullman, Peter Gallagher",1995,,0,4/26/2012 18:10,4/26/2012 18:10
Gidget Goes Hawaiian,1:42,"James Darren, Deborah Whalley, Michael Callan",1961,,0,4/26/2012 18:11,4/26/2012 18:11
"Girls On the Beach, The",1:20,"Noreen Cocoran, Martin West",1965,,0,4/26/2012 18:12,4/26/2012 18:12
"Love, Wedding, Marriage",1:30,"Mandy Moore, Kellan Lute, Jane Seymour",2011,,0,4/26/2012 18:13,4/26/2012 18:13
Horrible Bosses,1:38,"Jason Bateman, Jennifer Aniston",2011,,0,4/26/2012 18:13,4/26/2012 18:13
Dr.Goldfoot and the Bikini Machine,1:30,"Vincent Price, Frankie Avalon, Dwayne Hickman",1965,,0,4/26/2012 18:14,4/26/2012 18:14
Dr.Goldfoot and the Girl Bombs,1:25,"Vincent Price, Fabian, Franco Franchi",1966,,0,4/26/2012 18:16,4/26/2012 18:16
"Happening, The",1:40,"Anthony Quinn, Geo.Maharis,Faye Dunaway",1967,Miami,0,4/26/2012 18:17,4/26/2012 18:17
Black Swan,1:48,"Natalie Portman, Mila Kunis,Victor Cassel",2010,Best Actress,0,4/26/2012 18:18,4/26/2012 18:18
Ski Party,1:30,"Frankie Avalon, Dwayne Hickman, Deborah Whalley",1965,,0,4/26/2012 18:18,4/26/2012 18:18
"Guard, The",1:35,"Don Cheadle, Brendan Gleeson",2011,Ireland,0,4/26/2012 18:19,4/26/2012 18:19
Something Borrowed,1:52,"Gennifer Goodwin, Kate Hudson, Colin Egglesfield",2011,,0,4/26/2012 18:20,4/26/2012 18:20
Beach Ball,1:23,"Edd[Kooky] Byrnes, Chris Noel, The Supremes",1965,,0,4/26/2012 18:21,4/26/2012 18:21
Monte Carlo,1:48,"Selena Gomez, Leighton Meester",2011,"Monte Carlo, Paris",0,4/26/2012 18:22,4/26/2012 18:22
"Tree of Life, The",2:18,"Brad Pitt, Sean Penn, Jessica Chastain",2011,Texas,0,4/26/2012 19:24,4/26/2012 19:24
Water For Elaphants,2:01,"Robert Pattinson, Reese Witherspoon, Christof Waltz",2011,,0,4/26/2012 19:25,4/26/2012 19:25
127 Hours,1:33,"James Franco,Amber Tamblyn, Kate Mara",2010,,0,4/26/2012 19:26,4/26/2012 19:26
Hereafter,2:09,"Matt Damon,C'ecile de France, Jay Mohr",2010,,0,4/26/2012 19:27,4/26/2012 19:27
"Jackie Robinson Story, The",1:26,"Jackie Robinson, Ruby Dee, Louise Beavers",1950,,0,4/26/2012 19:28,4/26/2012 19:28
Mercury Rising,1:52,"Bruce Willis, Alec Baldwin, Chi McBride",1998,,0,4/26/2012 19:29,4/26/2012 19:29
Arthur [2011],1:50,"Russell Brand, Helen Mirren, Jennifer Garner",2011,,0,4/26/2012 19:30,4/26/2012 19:30
Pillow Talk,1:43,"Rock Hudson, Doris Day, Tony Randall",1959,N.Y.,0,4/26/2012 19:31,4/26/2012 19:31
As Good As It  Gets,2:18,"Jack Nicholson, Helen, Hunt,Greg Kinnear",1997,N.Y.,0,4/26/2012 19:35,4/26/2012 19:35
"Yule Log, the, and Christmas Music ll",2:00,Fireplace log and music,2011,,0,4/26/2012 19:36,4/26/2012 19:36
"Crocodile Hunter:Cooision Course, The",1:30,"Steve Irwin, Terry Irwin",2002,Australia. [died Sept.2006],0,4/26/2012 19:40,4/26/2012 19:40
Holy Matrimony,1:27,"Monty Wooley, Gracie Fields, Laird Cregar",1943,,0,4/26/2012 19:40,4/26/2012 19:40
"Hitchcock's ""Foreign Correspondent"" ",1:59,"Joel McCrea, Lorraine Day, Herbert Marshall",1940,Holland.  With Robert Osborne,0,4/26/2012 19:42,4/26/2012 19:42
"Long Voyage Home, The",1:44,"John Wayne, Thomas Mitchell, Ward Bond",1940,,0,4/26/2012 19:43,4/26/2012 19:43
King of Kings,2:40,"Jeffrey Hunter, Robert Ryan",1961,,0,4/26/2012 19:44,4/26/2012 19:44
"Trial of Billy Jack, The",2:55,"Tom Laughlin, Delores Taylor",1974,,0,4/26/2012 19:44,4/26/2012 19:44
I AM David,1:30,"Jim Caviezel, Joan Plowright",2003,From Brian 12/25/11,0,4/26/2012 19:51,4/26/2012 19:51
Bad Teacher,1:32,"Cameron Diaz, Justin Timberlake",2011,From Brian 12/25/11,0,4/26/2012 19:51,4/26/2012 19:51
Home For the Holidays,1:36,"Sean Young, Perry King",2005,,0,4/26/2012 19:52,4/26/2012 19:52
Tyler Perry's Madea's Big Happy Family,1:46,"Tyler Perry, Bow Wow, Loretta Devine",2011,,0,4/26/2012 19:54,4/26/2012 19:54
Thomas Kincade's Christmas Cottage,,"Jared Padalecki, Marcia Gay harden, Peter O'Toole",2008,"w/coms.  Kincade died 2012,at 54.",0,4/26/2012 19:56,4/26/2012 19:56
Christmas Angel,1:30,"Bruce Davidson, Kari Hawker, K.C.Clyde",2009,,0,4/26/2012 19:59,4/26/2012 19:59
"Babe,The",1:55,"John Goodman, Kelly McGillis, Trini Alvarado",1992,Babe Ruth Story.,0,4/26/2012 19:59,4/26/2012 19:59
"Thin Man Goes Home, The",1:40,"Wm.Powell, Myrna Loy, Gloria De Haven",1944,,0,4/26/2012 20:00,4/26/2012 20:00
Holiday In Your Heart,1:36,"LeAnn Rimes, Bernadette Peters",1997,,0,4/26/2012 20:01,4/26/2012 20:01
"Company Men, The",1:55,"Ben Affleck,Chris Cooper Kevin Costner,Tommy Lee Jones",2010,,0,4/26/2012 20:03,4/26/2012 20:03
"Cook, the Thief, His Wife & Her Lover",2:05,"Helen Mirren, Michael Gambon, Tim Roth",1990,,0,4/26/2012 20:04,4/26/2012 20:04
Grown Ups,1:42,"Adam Sandler, Kevin James, Chris Rock",2010,,0,4/26/2012 20:04,4/26/2012 20:04
Single Santa Seeks Mrs.Claus,2:00,"Steve Guttenberg, Chrystal Bernard",2004,Christmas. w/coms,0,4/26/2012 20:05,4/26/2012 20:05
A Holiday To remember,1:37,"Connie Selleca, Randy Travis,Rue McClannahan",1995,Tennessee,0,4/26/2012 20:07,4/26/2012 20:07
P.S. I Love You,2:06,"Gerard Butler, Hillary Swank",2008,Ireland,0,5/25/2012 12:44,5/25/2012 12:44
Other People's Money,1:50,"Danny DeVito, Penelope Ann Miller",1991,,0,5/25/2012 12:45,5/25/2012 12:45
"One, Two, Three",1:48,"James Cagney, Horst Bucholta, Pamela Tiffin",1961,Germany,0,5/25/2012 12:46,5/25/2012 12:46
"American, The",1:45,"George Clooney, Thelka Reuten",2010,Italy,0,5/25/2012 12:46,5/25/2012 12:46
"Gong Show Movie, The",1:29,"Chuck Barris, Mabel King",1980,,0,5/25/2012 12:47,5/25/2012 12:47
Hall Pass,1:46,"Owen Wilson, Jenna Fischer, Chr. Applegate",2011,,0,5/25/2012 12:48,5/25/2012 12:48
Chasing Liberty,1:50,"Mandy Moore, Mathew Goode, Mark Harmon",2004,"Berlin, Venice",0,5/25/2012 12:50,5/25/2012 12:50
"Bank Job, The",1:51,"Jason Stratham, Saffron Barrows",2008,w/coms,0,5/25/2012 12:51,5/25/2012 12:51
November Christmas,1:30,"Sam Elliott, John Corbett, Karen Allen",2010,,0,5/25/2012 12:52,5/25/2012 12:52
"Ron Clark Story, The",1:36,"Matthew Perry, Ernie Hudson,",2006,,0,5/25/2012 12:53,5/25/2012 12:53
"Christmas Pageant, The",1:30,"Melissa Gilbert, Robt.Mailhouse",2011,,0,5/25/2012 12:54,5/25/2012 12:54
Going My Way,2:10,"Bing Crosby, Barry Fitzgerald",1944,,0,5/25/2012 12:55,5/25/2012 12:55
Skin Game,1:42,"James Garner, Louis Gossett Jr., Susan Clarke",1971,,0,5/25/2012 12:56,5/25/2012 12:56
Double Team,1:31,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke",1997,,0,5/25/2012 12:57,5/25/2012 12:57
Star Chamber,1:49,"Michael Douglas, Hal Holbrook",1983,,0,5/25/2012 12:57,5/25/2012 12:57
In the Name of the King:a Dungeon Siege Tale,2:04,"Jason Stratham, Ray Liotta, Lelee Sobieski",2007,,0,5/25/2012 13:06,5/25/2012 13:06
Topkapi,2:00,"Melina Mercouri, Peter Ustinov",1964,,0,5/25/2012 13:07,5/25/2012 13:07
AMA's-2012,,Entertainer of the Year-Taylor Swift,2012,"Lionel Ritchie, Reba, Blake.",0,5/25/2012 13:10,5/25/2012 13:10
X2:X-Men United,2:14,"Hugh Jackman, Halle Berry",2003,,0,5/25/2012 13:11,5/25/2012 13:11
Forces of Nature,1:44,"Sandra Bullock, Ben Affleck",1999,,0,5/25/2012 13:13,5/25/2012 13:13
Shanghai Knights,1:54,"Jackie Chan, Owen Wilson",2003,,0,5/25/2012 13:14,5/25/2012 13:14
"Lizzie McGuire Movie, The",1:33,"Hillary Duff, Adam Lamberg, Robt.Carradine",2003,Rome,0,5/25/2012 13:15,5/25/2012 13:15
Crossfire,1:26,"Robt.Young,Robt.Mitchum",1947,,0,5/25/2012 13:15,5/25/2012 13:15
Thunder Rock,1:50,"Michael Redgrave, Lili Palmer",1942,,0,5/25/2012 13:16,5/25/2012 13:16
Adventure in Manhattan,1:15,"Jean McArthur, Joel McCrea,Reginald Owen",1936,,0,5/25/2012 13:17,5/25/2012 13:17
For Heaven's Sake,1:32,"Clifton Webb,Joan Bennett, Robt.Cummings",1950,,0,5/25/2012 13:18,5/25/2012 13:18
Room At the Top,1:58,"Lawrence Harvey, Simone Signoret",1959,,0,5/25/2012 13:19,5/25/2012 13:19
"Secrets of Santa Vittoria, The",2:20,"Anthony Quinn, Anna Magnani, Virna Lisi",1969,Italy,0,5/25/2012 13:20,5/25/2012 13:20
Friends With Benefits,1:49,"Justin Timberlake, Mila Kunis",2011,,0,5/25/2012 13:22,5/25/2012 13:22
Honeymoon Hotel,1:29,"Robt.Goulet, Nancy Kwan,Jill St.John",1964,,0,5/25/2012 13:22,5/25/2012 13:22
A Place For Lovers,1:30,"Marcello Mastrianni, Faye Dunnaway",1969,Alps,0,5/25/2012 13:23,5/25/2012 13:23
Lafayette Escadrille,1:33,"Tab Hunter, Etchika Choureau,Jody McCrea",1958,France,0,5/25/2012 13:25,5/25/2012 13:25
Mrs.Pollifax:Spy,1:50,"Rosalind Russell, Darren McGavin",1971,,0,5/25/2012 13:26,5/25/2012 13:26
Prey of the Jaguar,1:36,"Maxwell Caulfield, Linda Blair",1996,,0,5/25/2012 13:26,5/25/2012 13:26
Chasing Leprechauns,1:30,"Adrian Kasdar, Amy Huberman, Jerry Byrne",2012,,0,5/25/2012 13:28,5/25/2012 13:28
Thor,1:53,"Chris Hemsworth, Natalie Portman, Anthony Perkins",2011,,0,5/25/2012 13:29,5/25/2012 13:29
Smiley Face,1:24,"Anna Farris, Danny Masterson, Adam Brody",2007,,0,5/25/2012 13:29,5/25/2012 13:29
Oxford Blues,1:33,"Rob Lowe, Ally Sheedy",1984,England,0,5/25/2012 13:30,5/25/2012 13:30
Honey,1:34,"Jessica Alba, Mekhi Phifer, Lil",2003,,0,5/25/2012 13:31,5/25/2012 13:31
Bottle Shock,1:50,"Alan Rickman, Chris Pine,Bill Pullman",2008,"Paris,US",0,5/25/2012 13:32,5/25/2012 13:32
Evelyn,1:33,"Pierce Bronson, Aidan Quinn",2002,Ireland,0,5/25/2012 13:33,5/25/2012 13:33
"Move Over, Darling",1:43,"Doris Day, James Garner, Polly Bergen",1963,,0,5/25/2012 13:34,5/25/2012 13:34
Midnight Lace,1:48,"Doris Day, Rex Harrison, John Gavin",,,0,5/25/2012 13:35,5/25/2012 13:35
Rio Rita,1:31,"Abbott & Costello, Kathryn Grayson",1942,,0,5/25/2012 13:35,5/25/2012 13:35
Mister Scoutmaster,1:27,"Clifton Webb, Edmund Gwenn,",1953,,0,5/25/2012 13:36,5/25/2012 13:36
Boogie Nights,2:32,"mark Wahlberg, Burt Reynolds, Don Cheadle",1997,,0,5/25/2012 13:37,5/25/2012 13:37
Due Date,1:35,"Robt.Downey Jr.,Zach Galifianakis",2010,,0,5/25/2012 13:38,5/25/2012 13:38
Transformers 3: Dark if the Moon,2:33,Shia LeBeouf Josh Duhamel,2011,,0,5/25/2012 13:39,5/25/2012 13:39
Patricia Cornwell's Hornets Nest,1:29,"Virginia Madsen, Sherry Stringfield",2012,,0,5/25/2012 13:41,5/25/2012 13:41
Super 8,1:52,"Kyle Chandler, Elle Fanning, Ron Elard",2011,,0,5/30/2012 20:01,5/30/2012 20:01
Bud Greenspan's Athens 2004:Stories,1:40,Highlights from Summer Olympics,2012,Athens,0,5/30/2012 20:03,5/30/2012 20:03
Splash,1:50,"Tom Hanks, Daryl Hannah, John Candy",1984,Cape Cod,0,5/30/2012 20:09,5/30/2012 20:09
Hemingway & Gellhorn,2:30,"Clive Owen, Nicole Kidman",2012,,0,5/30/2012 20:11,5/30/2012 20:11
Starting Out In the eVENING,1:50,"Frank Langella, Lauren Ambrose, Lili Taylor",2007,,0,5/30/2012 20:12,5/30/2012 20:12
"I Inside, The",1:31,"Ryan Philippe, Piper Perabo, Stephen Rea",2004,,0,5/30/2012 20:14,5/30/2012 20:14
Everything Must Go,1:37,"Will Farrell, Rebecca Hall,Christopher Jordan Wallace",2010,,0,5/30/2012 20:16,5/30/2012 20:16
Kung Fu Panda 2,1:30,"Jack Black, Angelina Jolie, Jackie Chan",2011,,0,5/30/2012 20:17,5/30/2012 20:17
"Morning After, The",1:42,"Jane Fonda, Jeff Bridges, Raul Julia",1986,,0,5/30/2012 20:18,5/30/2012 20:18
Phenomenon,2:04,"John Travolta, Kyra Sedgwick",1996,,0,5/30/2012 20:18,5/30/2012 20:18
Firefox,2:15,Clint Eastwoood,1982,,0,5/30/2012 20:19,5/30/2012 20:19
In & Out,1:30,"Kevin Kline, Bob Newhart, Tom Selleck.Matt Dillon",1997,,0,5/30/2012 20:20,5/30/2012 20:20
Do Not Disturb,1:42,"Doris Day, Rod Taylor, Sergio Fantoni",1965,London,0,5/30/2012 20:21,5/30/2012 20:21
"Dilemma, The",1:51,"Vince Vaughn, Kevin James, Jennifer Connolly, Channing Tatum",2011,,0,5/30/2012 20:22,5/30/2012 20:22
Once Upon a Time In Mexico,1:41,"Antonio Banderas, Selma Hayek, Johnny Depp",2003,,0,5/30/2012 20:23,5/30/2012 20:23
"Art of War 1, The",2:00,"Wesley Snipes, Anne Archer, Donald Sutherland, Michael Biehn",2001,,0,5/30/2012 20:24,5/30/2012 20:24
Pirsoner of Zenda Inc.,1:40,"Jonathan Jackson, Wm.Shatner",1996,,0,5/30/2012 20:25,5/30/2012 20:25
Wake,1:37,"Bijou Phillips, Jane Seymour, Ian Somerholder",2010,,0,5/30/2012 20:26,5/30/2012 20:26
Inside the Actors Studio,2:00,"Brad Pitt, George Clooney",2012,,0,5/30/2012 20:27,5/30/2012 20:27
Bud Greenspan's Los Angeles 1984 : Stories,1:45,Bud Greenspan remembers,2012,,0,5/30/2012 20:30,5/30/2012 20:30
Born Free,1:35,"Virginia McKenna, Bill Travers",1966,,0,5/30/2012 20:31,5/30/2012 20:31
Zookeeper,1:41,"Kevin James, Rosario Dawson, Donnie Wahlberg",2011,Boston,0,5/30/2012 20:34,5/30/2012 20:34
Memphis Belle,1:48,"Matthew Modine, Eric Stoltz",1990,,0,5/30/2012 20:34,5/30/2012 20:34
Hollywood;s Most Shocking Breakups,2:00,H'wood's Greatest Love Affairs,2010,,0,5/30/2012 20:35,5/30/2012 20:35
Warrior,2:19,"Nick Nolte, Kevin Dunn",2011,,0,5/30/2012 20:36,5/30/2012 20:36
PBS:Johnny Carson American Master,2:00,Johnny Carson Doc,2012,,0,5/30/2012 20:37,5/30/2012 20:37
"medallion, The",1:28,"Jackie Chan, Lee Evans, Claire Forlani",2003,,0,5/30/2012 20:37,5/30/2012 20:37
"Return of Maxwell Smart, The",1:35,"Don Adams, Sylvia Kristel, Vittorio Gassman",1980,,0,5/30/2012 20:39,5/30/2012 20:39
Deadfall,1:39,"Michael Biehn, James Coburn, Nic Cage, Peter  Fonda",1993,,0,5/30/2012 20:40,5/30/2012 20:40
Deception,1:31,"Andie MacDowell, Liam Neeson, Viggo Mortensen",1993,"Berlin, Cairo, Athens",0,5/30/2012 20:41,5/30/2012 20:41
Larry Crowne,1:38,"Tom Hanks, Julia Roberts",2011,,0,5/30/2012 20:41,5/30/2012 20:41
Z,2:07,"Yves Montand, Irene Pappas",1969,Greece,0,5/30/2012 20:42,5/30/2012 20:42
Margin Call,1:47,"Kevin Spacey, Paul Brittany, Simon Baker",2011,,0,5/30/2012 20:50,5/30/2012 20:50
"Art of War 2:Betrayed, The",1:43,"Wesley Snipes, Eric Brecker,Paul Bae",2008,,0,5/30/2012 20:52,5/30/2012 20:52
One Day,1:48,"Anne Hathaway, Jim Sturgess, Patricia Clarkson",2011,Europe,0,5/30/2012 20:56,5/30/2012 20:56
"Onion Field, The",2:02,"James Woods, Ted Danson, John Savage, Ronny Cox",1979,,0,5/30/2012 20:59,5/30/2012 20:59
Philadelphia,2:02,"Tom Hanks(Oscar), Denzel, Antonio Banderas",1993,,0,5/30/2012 21:02,5/30/2012 21:02
Dodgers vs Giants 5/8/12 Vin Scully,3:00,"G's-2,D's-1.Lead NL West by 4.",2012,,0,5/30/2012 21:08,5/30/2012 21:08
Hercules & the Circle of Fire,1:36,"Kevin Sorbo,Tawny Kitaen",1994,,0,5/30/2012 21:22,5/30/2012 21:22
"Inspectors 2:  A Shred of Evidence, The",1:35,"Louis Gossett Jr,Jonathan Silverman",2000,,0,5/30/2012 21:25,5/30/2012 21:25
"Change Up, The",1:58,"Ryan Reynolds,Jason Bateman,Leslie Mann",2011,,0,5/30/2012 21:26,5/30/2012 21:26
Millions,1:37,"Alexander Etes, Lewis McGibbon",2004,U.K.,0,5/30/2012 21:28,5/30/2012 21:28
"Cooler, The",1:41,"Wm.H.Macy, Alec Baldwin, Maria Bello",2003,,0,5/30/2012 21:29,5/30/2012 21:29
Harry Potter & the Deadly Hollows: Part 1,2:26,"Daniel Radcliff, Ralph Fiennes",2010,,0,5/30/2012 21:31,5/30/2012 21:31
Harry Potter & the Deadly Hollows: Part 2,2:11,"Daniel Radcliff, Rupert Grint, Emma Watson",2011,,0,5/30/2012 21:32,5/30/2012 21:32
Wooly Boys,1:35,"Peter Fonda, Kris Kristofferson, Keith Carradine",2001,,0,5/30/2012 21:32,5/30/2012 21:32
Dodger vs Cards 5/19/12  Vin Scully,3:30,"D's-6, C's-0. wp Kershaw",2012,,0,5/30/2012 21:34,5/30/2012 21:34
Eurotrip,1:29,"Michele Trachtenberg, Lucy Lawless",2004,Europe,0,5/30/2012 21:35,5/30/2012 21:35
